"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LUMBCYA4","journalArticle","2014","Huegelschaefer, Sabine; Achtziger, Anja","On confident men and rational women: It's all on your mind(set)","JOURNAL OF ECONOMIC PSYCHOLOGY","","0167-4870","10.1016/j.joep.2013.04.001","","We tested the hypothesis that inducing the deliberative and the implemental mindset differently affects judgment and decision making. More specifically, we explored mindset effects on decision makers' confidence ratings, risk preferences, and susceptibility to anchoring effects. As earlier research on mindsets showed that individual differences sometimes moderate mindset effects, we also tested for interaction effects of mindset and gender. For confidence ratings, we found a main effect of mindset and a main effect of gender. For risk preferences and anchoring effects, mindset interacted with gender. When being in an implemental mindset, the judgments of female decision makers came closer to their actual performance compared to being in a deliberative mindset where they were observed as underconfident. Male decision makers were already overconfident in the deliberative mindset and showed even more overconfidence when being in an implemental mindset. Concerning risk attitudes it was found that female decision makers were more prone to choose the less risky, but also less profitable option (in terms of expected payoffs) when they were in the deliberative compared to the implemental mindset. For men the opposite effects were observed. When investigating anchoring effects, male but not female participants' judgments were influenced by mindset: In an implemental mindset, male participants followed an irrelevant anchor more strongly (i.e., made more anchor-consistent judgments) compared to being in a deliberative mindset. (C) 2013 Elsevier B.V. All rights reserved.","2014-04","2018-12-21 18:05:29","2018-12-21 18:05:29","","31-44","","SI","41","","","","","","","","","","English","","","","","","","","","","","Anchoring; Dual processes; Gender; Mindset theory; Overconfidence; Risk preferences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8XGAGVXT","journalArticle","2014","Leonard, Carly J.; Robinson, Benjamin M.; Hahn, Britta; Gold, James M.; Luck, Steven J.","Enhanced distraction by magnocellular salience signals in schizophrenia","NEUROPSYCHOLOGIA","","0028-3932","10.1016/j.neuropsychologia.2014.02.011","","Research on schizophrenia has provided evidence of both impaired attentional control and dysfunctional magnocellular sensory processing. The present study tested the hypothesis that these impairments may be related, such that people with schizophrenia would be differentially distracted by stimuli that strongly activate the magnocellular pathway. To accomplish this, we used a visual attention paradigm from the basic cognitive neuroscience literature designed to assess the capture of attention by salient but irrelevant stimuli. Participants searched for a target shape in an array of non-target shapes. On some trials, a salient distractor was presented that either selectively activated the parvocellular system (parvo-biased distractors) or activated both the magnocellular and parvocellular systems (magno+parvo distractors). For both manual reaction times and eye movement measures, the magno+parvo distractors captured attention more strongly than the parvo-biased distractors in people with schizophrenia, but the opposite pattern was observed in matched healthy control participants. These results indicate that attentional control deficits in schizophrenia may arise, at least in part, by means of an interaction with magnocellular sensory dysfunction. (C) 2014 Elsevier Ltd. All rights reserved.","2014-04","2018-12-21 18:05:31","2018-12-21 18:05:31","","359-366","","","56","","","","","","","","","","English","","","","","","","","","","","Attentional capture; Eye movements; Magnocellular; Schizophrenia; Visual attention; Visual search","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z6BHFZWL","journalArticle","2014","Quandt, Lorna C.; Marshall, Peter J.","The effect of action experience on sensorimotor EEG rhythms during action observation","NEUROPSYCHOLOGIA","","0028-3932","10.1016/j.neuropsychologia.2014.02.015","","A recent line of inquiry has examined how an observer's experience with action changes the neural processing of similar actions when they are subsequently observed. The current study used electro-encephalography (EEG) to test the hypothesis that giving participants different types and amounts of experience with specific objects would lead to differential patterns of sensorimotor rhythms during the observation of similar actions on those objects. While EEG was recorded, three groups of participants (n=20 in each group; mean age=22.0 years, SD=2.7) watched video clips of an actor reaching, grasping, and lifting two objects. Participants then received information about differences in weight between the two objects. One group gained this information through extended sensorimotor experience with the objects, a second group received much briefer sensorimotor experience with the objects, and the third group read written information about the objects' weights. Participants then viewed the action sequences again. For participants who had sensorimotor experience with the objects, the EEG response to viewing the actions was differentially sensitive to the anticipated weight of the objects. We conclude that this sensitivity was based on the participant's prior sensorimotor experience with the objects. The participants who only received semantic information about the objects showed no such effects. The primary conclusion is that even brief experience with actions affects sensorimotor cortex activity during the subsequent observation of similar actions. (C) 2014 Elsevier Ltd. All rights reserved.","2014-04","2018-12-21 18:05:32","2018-12-21 18:05:32","","401-408","","","56","","","","","","","","","","English","","","","","","","","","","","Action processing; Alpha; Beta; EEG; Experience; Sensorimotor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U5TMM26E","journalArticle","2014","Hower, Kylie H.; Wixted, John; Berryhill, Marian E.; Olson, Ingrid R.","Impaired perception of mnemonic oldness, but not mnemonic newness, after parietal lobe damage","NEUROPSYCHOLOGIA","","0028-3932","10.1016/j.neuropsychologia.2014.02.014","","In studies of episodic memory retrieval, recognition paradigms are known to elicit robust activations in the inferior parietal lobe. However, damage to this region does not produce severe deficits in episodic memory performance as indexed by typical accuracy measures. Rather, because problems with memory confidence are frequently reported, the observed deficits may be best described as “metamemory” or subjective memory deficits. Here, we further investigated the inferior parietal lobe's role in recognition memory as well as metamemory. We tested the hypothesis that the inferior parietal lobe gauges the perceived oldness of items, given several neuroimaging findings suggesting that a portion of the left inferior parietal lobe is sensitive to perceived oldness. We tested two patients with bilateral parietal lobe lesions and Matched controls on an old/new recognition task. From these data we constructed receiver operating characteristic (ROC) curves by fitting the data with the unequal-variance signal-detection (UVSD) model. The results revealed no memory impairment in terms of patients' accuracy. However, patients exhibited lower hit rates and false alarms rates at high confidence levels. Further, patients and controls differed in how they set decision criteria for making recognition responses. Patients' decision criteria for “old” responses were shifted in a conservative fashion such that they were unwilling to endorse recognized target items with high levels of confidence. These findings provide constraints on models of inferior parietal lobe contributions to episodic memory retrieval. (C) 2014 Elsevier Ltd. All rights reserved.","2014-04","2018-12-21 18:05:33","2018-12-21 18:05:33","","409-417","","","56","","","","","","","","","","English","","","","","","","","","","","Metamemory; Parietal lobe damage; Receiver operating characteristic; Recognition memory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFGZSU8P","journalArticle","2014","Nixon, N. L.; Liddle, P. F.; Nixon, E.; Worwood, G.; Liotti, M.; Palaniyappan, L.","Biological vulnerability to depression: linked structural and functional brain network findings","BRITISH JOURNAL OF PSYCHIATRY","","0007-1250","10.1192/bjp.bp.113.129965","","Background Patients in recovery following episodes of major depressive disorder (MDD) remain highly vulnerable to future recurrence. Although psychological determinants of this risk are well established, little is known about associated biological mechanisms. Recent work has implicated the default mode network (DMN) in this vulnerability but specific hypotheses remain untested within the high risk, recovered state of MDD. Aims To test the hypothesis that there is excessive DMN functional connectivity during task performance within recovered-state MDD and to test for connected DMN cortical gyrification abnormalities. Method A multimodal structural and functional magnetic resonance imaging (fMRI) study, including task-based functional connectivity and cortical folding analysis, comparing 20 recovered-state patients with MDD with 20 matched healthy controls. Results The MDD group showed significant task-based DMN hyperconnectivity, associated with hypogynfication of key DMN regions (bilateral precuneus). Conclusions This is the first evidence of connected structural and functional DMN abnormalities in recovered-state MDD, supporting recent hypotheses on biological-level vulnerability.","2014-04","2018-12-21 18:05:34","2018-12-21 18:05:34","","283-289","","4","204","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VSNDGGAW","journalArticle","2014","Meert, Katrien; Pandelaere, Mario; Patrick, Vanessa M.","Taking a shine to it: How the preference for glossy stems from an innate need for water","JOURNAL OF CONSUMER PSYCHOLOGY","","1057-7408","10.1016/j.jcps.2013.12.005","","Human beings are attracted to glossy objects. However, the investigation of whether this preference for glossy is a systematic bias, and the rationale for why, has received little or no attention. Drawing on an evolutionary psychology framework, we propose and test the hypothesis that the preference for glossy sterns from an innate preference for fresh water as a valuable resource. In a set of six studies we demonstrate the preference for glossy among both adults and young children (studies 1A, 1B and 2) ruling out a socialization explanation, investigate the hypothesis that the preference for glossy stems from an innate need for water as a resource (studies 3 and 5) and, in addition, rule out the more superficial account of glossy = pretty (study 4). The interplay between the different perspectives, implications of the findings and future research directions are discussed. (C) 2013 Society for Consumer Psychology. Published by Elsevier Inc. All rights reserved.","2014-04","2018-12-21 18:05:35","2018-12-21 18:05:35","","195-206","","2, SI","24","","","","","","","","","","English","","","","","","","","","","","Esthetics; Evolutionary psychology; Glossy; Innate; Preference","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STG63UYL","journalArticle","2014","Salvatore, P.; Baldessarini, R. J.; Khalsa, H. -M. K.; Vazquez, G.; Perez, J.; Faedda, G. L.; Amore, M.; Maggini, C.; Tohen, M.","Antecedents of manic versus other first psychotic episodes in 263 bipolar I disorder patients","ACTA PSYCHIATRICA SCANDINAVICA","","0001-690X","10.1111/acps.12170","","Objective As initial episode type can predict later morbidity in bipolar disorder, we tested the hypothesis that clinical antecedents might predict initial episode types. Method We studied 263 first-episode, adult, DSM-IV-TR type I bipolar disorder (BD-I) subjects within the McLean-Harvard-International First-Episode Project. Based on blinded assessments of antecedents from SCID examinations and clinical records, we compared first lifetime manic vs. other (mixed, depressive, or non-affective) major psychotic episodes. Results We identified 32 antecedents arising at early, intermediate or later times, starting 12.3 +/- 10.7years prior to first lifetime major psychotic episodes. Based on multivariate modeling, antecedents associated significantly and independently with other (n=113) more than manic (n=150) first lifetime major psychotic episodes ranked by odds ratio: more early attentional disturbances, more late depression, more early perplexity, more detoxification, more early unstable mixed affects, more antidepressants, more early dysphoria, more intermediate depression, more early impulsivity, more late anhedonia, longer early-to-intermediate intervals, more intermediate substance abuse, more family history of major depression, and younger at earliest antecedents. Antecedents selectively preceding manic more than other first psychotic episodes included more late behavioral problems and more risk of familial BD-I. Conclusion Clinical antecedents in adult, BD-I patients, beginning a decade before first major episodes and progressing through sequential stages were dissimilar in manic vs. other first psychotic episodes.","2014-04","2018-12-21 18:05:36","2018-12-21 18:05:36","","275-285","","4","129","","","","","","","","","","English","","","","","","","","","","","antecedents; bipolar disorder; first psychotic episodes; prodromes; psychopathology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SG4UI7KE","journalArticle","2014","Clark, Cory J.; Luguri, Jamie B.; Ditto, Peter H.; Knobe, Joshua; Shariff, Azim F.; Baumeister, Roy F.","Free to Punish: A Motivated Account of Free Will Belief","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY","","0022-3514","10.1037/a0035880","","Belief in free will is a pervasive phenomenon that has important consequences for prosocial actions and punitive judgments, but little research has investigated why free will beliefs are so widespread. Across 5 studies using experimental, survey, and archival data and multiple measures of free will belief, we tested the hypothesis that a key factor promoting belief in free will is a fundamental desire to hold others morally responsible for their wrongful behaviors. In Study 1, participants reported greater belief in free will after considering an immoral action than a morally neutral one. Study 2 provided evidence that this effect was due to heightened punitive motivations. In a field experiment (Study 3), an ostensibly real classroom cheating incident led to increased free will beliefs, again due to heightened punitive motivations. In Study 4, reading about others' immoral behaviors reduced the perceived merit of anti-free-will research, thus demonstrating the effect with an indirect measure of free will belief. Finally, Study 5 examined this relationship outside the laboratory and found that the real-world prevalence of immoral behavior (as measured by crime and homicide rates) predicted free will belief on a country level. Taken together, these results provide a potential explanation for the strength and prevalence of belief in free will: It is functional for holding others morally responsible and facilitates justifiably punishing harmful members of society.","2014-04","2018-12-21 18:05:37","2018-12-21 18:05:37","","501-513","","4","106","","","","","","","","","","English","","","","","","","","","","","free will; moral reasoning; moral responsibility; motivation; punishment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDEC9GIY","journalArticle","2014","Kesebir, Pelin","A Quiet Ego Quiets Death Anxiety: Humility as an Existential Anxiety Buffer","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY","","0022-3514","10.1037/a0035814","","Five studies tested the hypothesis that a quiet ego, as exemplified by humility, would buffer death anxiety. Humility is characterized by a willingness to accept the self and life without comforting illusions, and by low levels of self-focus. As a consequence, it was expected to render mortality thoughts less threatening and less likely to evoke potentially destructive behavior patterns. In line with this reasoning, Study 1 found that people high in humility do not engage in self-serving moral disengagement following mortality reminders, whereas people low in humility do. Study 2 showed that only people low in humility respond to death reminders with increased fear of death, and established that this effect was driven uniquely by humility and not by some other related personality trait. In Study 3, a low sense of psychological entitlement decreased cultural worldview defense in response to death thoughts, whereas a high sense of entitlement tended to increase it. Study 4 demonstrated that priming humility reduces self-reported death anxiety relative to both a baseline and a pride priming condition. Finally, in Study 5, experimentally induced feelings of humility prevented mortality reminders from leading to depleted self-control. As a whole, these findings obtained from relatively diverse Internet samples illustrate that the dark side of death anxiety is brought about by a noisy ego only and not by a quiet ego, revealing self-transcendence as a sturdier, healthier anxiety buffer than self-enhancement.","2014-04","2018-12-21 18:05:38","2018-12-21 18:05:38","","610-623","","4","106","","","","","","","","","","English","","","","","","","","","","","entitlement; humility; self-transcendence; terror management theory; virtue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XIAN4495","journalArticle","2014","Vorauer, Jacquie D.; Sasaki, Stacey J.","DISTINCT EFFECTS OF IMAGINE-OTHER VERSUS IMAGINE-SELF PERSPECTIVE-TAKING ON PREJUDICE REDUCTION","SOCIAL COGNITION","","0278-016X","10.1521/soco.2014.32.2.130","","Two experiments tested the hypothesis that imagine-other and imagine-self perspective-taking have different implications for prejudice reduction when instantiated in intergroup exchanges characterized by the potential for evaluation. We reasoned that because imagine-other perspective-taking is more likely than imagine-self perspective-taking to lead individuals to an unproductive focus on how they themselves are evaluated, imagine-other perspective-taking would hinder prejudice reduction whereas imagine-self perspective-taking would not. Results across two different intergroup relationships were consistent with these predictions and further suggested that the negative implications of imagine-other perspective-taking were mediated by relative meta-stereotype activation, an index of the extent to which individuals focused more on how their own group was viewed than on their view of the outgroup. These findings highlight that considering how individuals' concerns with evaluation guide their thoughts and experiences during intergroup exchanges can help identify the likely effects of different intervention strategies in such contexts.","2014-04","2018-12-21 18:05:39","2018-12-21 18:05:39","","130-147","","2","32","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUHDQB89","journalArticle","2014","Roberts, Gareth; Anderson, Mike","Task structure complexity and goal neglect in typically developing children","JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY","","0022-0965","10.1016/j.jecp.2013.11.003","","Goal neglect is a failure to enact task requirements despite being able to accurately report them. In this study, we introduce a new child-appropriate experimental paradigm to measure goal neglect in children between 7 and 11 years of age and test the hypothesis that the complexity of an action plan, not real-time trial demands, increases goal neglect. A total of 66 children (M-age = 9.50 years) were administered a Feature Match task. Half of the children were given four rules for matching, and half were given three rules for matching. After practice, the four-rules group was told to ignore the additional rule, and both groups completed an identical three-rules task. The results showed that the extra rule increased goal neglect and its correlation with fluid intelligence. Although intermittent trial errors were correlated with fluid intelligence for both groups, only in the four-rules group were systematic rule failures (i.e., goal neglect) correlated with fluid intelligence. Task performance improved with chronological age; however, when controlling for the influence of fluid intelligence, the relationship between age and task performance was effectively removed. This suggests that a child's current level of fluid intelligence (and not age) determines task performance. We suggest that the relationship among goal neglect, complex task instructions, and fluid intelligence is linked to the mental preparation for future events, that is, mentally compiling verbal instructions into a set of activated goal representations in working memory that represent what is to be done and under what circumstances. (C) 2013 Elsevier Inc. All rights reserved.","2014-04","2018-12-21 18:05:40","2018-12-21 18:05:40","","59-72","","","120","","","","","","","","","","English","","","","","","","","","","","Executive function; Fluid intelligence; Goal neglect; Goals; Task complexity; Task instructions; Working memory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27NG35YZ","journalArticle","2014","Rodriguez-Pose, Andres; von Berlepsch, Viola","Social Capital and Individual Happiness in Europe","JOURNAL OF HAPPINESS STUDIES","","1389-4978","10.1007/s10902-013-9426-y","","This paper explores the relationship between social capital and happiness both in Europe as a whole, as well as in its four main geographical macro-regions-North, South, East and West-separately. We test the hypothesis of whether social capital, in its three-fold definition established by Coleman (Am J Sociol 94:S95-S120 1988)-trust, social interaction, and norms and sanctions-influences individual happiness across European countries and regions. The concept of social capital is further enriched by incorporating Putnam (Making democracy work-civic traditions in modern Italy. Princeton University Press, Princeton, 1993) and Olson (The rise and decline of nations-economic growth, stagflation, and social rigidities. Yale University Press, New Haven and London, 1982) type variables on associational activity. Using ordinal logistic regression analysis on data for 48,583 individuals from 25 European countries, we reach three main findings. First, social capital matters for happiness across the three dimensions considered. Second, the main drivers of the effects of social capital on happiness appear to be informal social interaction and general social, as well as institutional trust. And third, there are significant differences in how social capital interacts with happiness across different areas of Europe, with the connection being at is weakest in the Nordic countries.","2014-04","2018-12-21 18:05:40","2018-12-21 18:05:40","","357-386","","2","15","","","","","","","","","","English","","","","","","","","","","","Europe; Happiness; Norms and effective sanctions; Social capital; Social interaction; Trust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZFGA92PW","journalArticle","2014","Woltin, Karl-Andrew; Corneille, Olivier; Yzerbyt, Vincent Y.","Retrieving Autobiographical Memories Influences Judgments About Others The Role of Metacognitive Experiences","PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN","","0146-1672","10.1177/0146167213519479","","This research investigates whether metacognitive experiences accompanying the retrieval of autobiographical memories influence judgments about others. Based on social projection research, we tested the hypothesis that ease-of-retrieval, affecting how the self is perceived, affects first impressions. In line with this prediction, Experiment 1 showed that participants asked to recall a few personal instances of assertive behavior (easy retrieval) judged an unknown person to be more assertive than participants recalling many instances (difficult retrieval). Experiment 2, targeting creativity, provided evidence for the retrieval-ease mechanism: The effect disappeared when ease-of-retrieval was discredited as informational source in a misattribution paradigm. Finally, Experiments 3 and 4 replicated this pattern for the same personality traits and demonstrated two boundary conditions: Participants' ease of autobiographical recalls affected judgments of in- but not outgroup members (Experiment 3), and judgments of unknown others were affected after autobiographical recall but not after recalling behaviors of someone else (Experiment 4).","2014-04","2018-12-21 18:05:41","2018-12-21 18:05:41","","526-539","","4","40","","","","","","","","","","English","","","","","","","","","","","availability heuristic; ease-of-retrieval; self- and other-judgments; social projection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6RWSSBAQ","journalArticle","2014","Karasawa, Minoru; Maass, Anne; Rakic, Tamara; Kato, Ai","The Emergent Nature of Culturally Meaningful Categorization and Language Use A Japanese-Italian Comparison of Age Categories","JOURNAL OF CROSS-CULTURAL PSYCHOLOGY","","0022-0221","10.1177/0022022113509882","","Although the phenomenon of social categorization is universal, we argue that different cultures promote different types of categorization and that this is associated with differential language practice. We predicted that, among Japanese (but not among Italian) participants, even a small age difference would be sufficient to trigger spontaneous categorization of other people. We hypothesized that the categorization process would be reflected on a particular pattern of memory bias (i.e., within-category assimilation and between-category contrast). We further tested the hypothesis that specific language styles (i.e., polite vs. intimate) would accompany the age-based categorization effect. In Study 1, we applied the “Who said what?” paradigm, finding the expected pattern of differential memory bias only among Japanese, but not Italians. There was also an indication of selective language use corresponding to the age-based categorization. Study 2 replicated the age-based categorization among Japanese participants and provided visible evidence that the sensitivity in choosing appropriate language styles co-occur with memory bias. We discuss implications of these findings for understanding the complex interplay between culture, language, and social cognition.","2014-04","2018-12-21 18:05:42","2018-12-21 18:05:42","","431-451","","3","45","","","","","","","","","","English","","","","","","","","","","","language; memory bias; social categorization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L5V3LDYW","journalArticle","2014","Nuthmann, Antje; Beveridge, Madeleine E. L.; Shillcock, Richard C.","A binocular moving window technique to study the roles of the two eyes in reading","VISUAL COGNITION","","1350-6285","10.1080/13506285.2013.876480","","Readers utilize parafoveal information about upcoming words and read less well when this information is denied. McConkie and Rayner (1975) enabled this issue to be explored by developing the moving window paradigm in which the experimenter varies the amount or the quality of the parafoveal information available around the current fixation point. We present a novel binocular version of the moving window technique to study the roles of the two eyes in reading, and we describe a basic experiment allowed by this technique. In the binocular moving window paradigm, each eye contributes its own window to a composite binocular window onto the text. We studied the reading of single lines of text in three conditions: no windows, a symmetrical 8-letters-left and 8-letters-right window for each eye, and a leftward-skewed 14-letters-left and 2-letters-right window for each eye. Note that both eyes saw the composite window onto the text. We tested the hypothesis that readers could be encouraged to generate a greater binocular disparity to augment their window onto the text and to provide a greater preview for one eye. The data offered limited support for this prediction. We observed considerable individual differences in both baseline fixation disparity and in readers' response to the critical asymmetric [14,2] window.","2014-03-16","2018-12-21 18:05:43","2018-12-21 18:05:43","","259-282","","3-4, SI","22","","","","","","","","","","English","","","","","","","","","","","Binocularity; Fixation disparity; Individual differences; Moving windows; Parafoveal preview; Reading","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UVSZVR8N","journalArticle","2014","Rigucci, Silvia; Dimitri-Valente, Giorgia; Mandarelli, Gabriele; Manfredi, Giovanni; Comparelli, Anna; De Filippis, Sergio; Gherardelli, Simona; Bersani, Giuseppe; Girardi, Paolo; Ferracuti, Stefano","Neurological Soft Signs Discriminate Schizophrenia from Bipolar Disorder","JOURNAL OF PSYCHIATRIC PRACTICE","","1527-4160","10.1097/01.pra.0000445250.20875.0e","","Background. Although neurological soft signs have been consistently described in patients with schizophrenia, their diagnostic specificity is not well clarified. Methods. To test the hypothesis that neurological soft signs are specifically related to schizophrenia, we examined 305 subjects (patients with schizophrenia-spectrum disorder, n = 167; patients with bipolar I disorder, n = 88; controls, n = 50). Neurological soft signs were assessed using the Neurological Evaluation Scale (NES). Multiple logistic regression analysis was used to compute the diagnostic predictive power of neurological soft signs. Results. Patients in the schizophrenia-spectrum disorder group were found to have significantly greater neurological impairment (NES total score = 23.9, standard deviation [SD] 11.2) than those in the bipolar disorder group (NES total score = 18.2, SD 7.6; p < 0.001). Neurological functioning was closely associated with psychopathology (all p < 0.001). The NES total score reliably distinguished patients with schizophrenia spectrum disorders from those with bipolar disorder in 68.7% of the cases (p < 0.001). Moreover, a particular set of neurological soft signs showed specificity for the schizophrenia-spectrum disorder diagnostic group. Conclusions. Our findings suggest that schizophrenia and bipolar disorder can be distinguished in terms of neurological impairment. Furthermore, we recommend the utility of neurological soft signs as a useful, quantifiable, sensitive, and inexpensive tool for the diagnostic work-up of schizophrenia.","2014-03","2018-12-21 18:10:10","2018-12-21 18:10:10","","147-153","","2","20","","","","","","","","","","English","","","","","","","","","","","bipolar disorder; Neurological Evaluation Scale; neurological impairment; neurological soft signs; schizophrenia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VDBBN5RN","journalArticle","2014","Ford, Thomas E.; Woodzicka, Julie A.; Triplett, Shane R.; Kochersberger, Annie O.; Holden, Christopher J.","Not all groups are equal: Differential vulnerability of social groups to the prejudice-releasing effects of disparagement humor","GROUP PROCESSES & INTERGROUP RELATIONS","","1368-4302","10.1177/1368430213502558","","Three experiments tested hypotheses about why humor that disparages some groups fosters discrimination whereas humor that disparages others does not. Experiment 1 showed that disparagement humor fosters discrimination against groups for whom society's attitudes are ambivalent. Participants higher in anti-Muslim prejudice tolerated discrimination against a Muslim person more after reading anti-Muslim jokes than after reading anti-Muslim statements or neutral jokes. Experiments 2 and 3 tested the hypothesis that disparagement humor promotes discrimination against groups for whom society's attitudes are ambivalent but not groups for whom prejudice is justified. In Experiment 2 participants higher in anti-Muslim prejudice discriminated against Muslims more after reading anti-Muslim jokes than neutral jokes, while antiterrorist jokes did not promote discrimination against terrorists. In Experiment 3 participants higher in antigay prejudice discriminated against a gay student organization more after reading antigay jokes than after reading neutral or antiracist jokes; antiracist jokes did not promote discrimination against a racist student organization.","2014-03","2018-12-21 18:10:10","2018-12-21 18:10:10","","178-199","","2","17","","","","","","","","","","English","","","","","","","","","","","discrimination; disparagement humor; norms; prejudice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73WUCGMC","journalArticle","2014","Laski, Elida V.; Siegler, Robert S.","Learning From Number Board Games: You Learn What You Encode","DEVELOPMENTAL PSYCHOLOGY","","0012-1649","10.1037/a0034321","","We tested the hypothesis that encoding the numerical-spatial relations in a number board game is a key process in promoting learning from playing such games. Experiment 1 used a microgenetic design to examine the effects on learning of the type of counting procedure that children use. As predicted, having kindergartners count-on from their current number on the board while playing a 0-100 number board game facilitated their encoding of the numerical-spatial relations on the game board and improved their number line estimates, numeral identification, and count-on skill. Playing the same game using the standard count-from-1 procedure led to considerably less learning. Experiment 2 demonstrated that comparable improvement in number line estimation does not occur with practice encoding the numerals 1-100 outside of the context of a number board game. The general importance of aligning learning activities and physical materials with desired mental representations is discussed.","2014-03","2018-12-21 18:10:11","2018-12-21 18:10:11","","853-864","","3","50","","","","","","","","","","English","","","","","","","","","","","board games; early childhood mathematics; encoding; microgenetic; numerical magnitude","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V9DKKYL2","journalArticle","2014","Fleming, Kimberly A.; Bartholow, Bruce D.","Alcohol Cues, Approach Bias, and Inhibitory Control: Applying a Dual Process Model of Addiction to Alcohol Sensitivity","PSYCHOLOGY OF ADDICTIVE BEHAVIORS","","0893-164X","10.1037/a0031565","","Low sensitivity to the acute effects of alcohol is a risk factor for heavy drinking and related problems. However, little research has tested process explanations for such effects. The current study tested the hypothesis that low sensitivity is associated with automatic approach biases for alcohol cues, coupled with deficits inhibiting responses in the presence of such cues. Eighty-five participants varying in alcohol sensitivity completed an Alcohol-Approach Avoidance Task and a Cued Go/No-Go Task while event-related potentials were recorded. Low sensitivity (LS) individuals showed evidence of automatic approach tendencies toward alcohol cues in both tasks, and experienced deficits inhibiting prepotent responses cued by alcohol images. Additionally, the event-related potential data indicated that LS individuals experienced more conflict when attempting to inhibit alcohol-cued responses, but not nonalcohol-cued responses, compared with their high-sensitivity counterparts. Together, these data indicate that alcohol cues elicit an approach bias among LS individuals, translating into greater difficulty inhibiting behavioral responses in the presence of such cues, a pattern generally supportive of dual process models of substance use.","2014-03","2018-12-21 18:10:11","2018-12-21 18:10:11","","85-96","","1","28","","","","","","","","","","English","","","","","","","","","","","addiction; alcohol; dual process models; event-related potentials","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
