Discipline,RR,comment,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
Psychology,yes,,8PUE3L5M,journalArticle,2017,"Goldberg, Matthew H.; Carmichael, Cheryl L.","Language complexity, belief-consistency, and the evaluation of policies",Comprehensive Results in Social Psychology,,"2374-3603, 2374-3611",10.1080/23743603.2017.1404427,https://www.tandfonline.com/doi/full/10.1080/23743603.2017.1404427,,02/09/2017,25/11/2018 17:58,25/11/2018 17:58,03/04/2018 14:42,Jan-17,,02-Mar,2,,,,,,,,,,en,,,,,CrossRef,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,4KA2DP67,journalArticle,2014,"Steegen, Sara; Dewitte, Laura; Tuerlinckx, Francis; Vanpaemel, Wolf",Measuring the crowd within again: a pre-registered replication study,Frontiers in Psychology,,1664-1078,10.3389/fpsyg.2014.00786,http://journal.frontiersin.org/article/10.3389/fpsyg.2014.00786/abstract,,28/07/2014,25/11/2018 17:58,25/11/2018 17:58,05/05/2017 12:56,,,,5,,,Measuring the crowd within again,,,,,,,,,,,,CrossRef,,,"<p>Not listed as an RR, but information given in overview of the special issue this is apart of (<a href=""https://www.frontiersin.org/research-topics/1461/replication-attempts-of-important-results-in-the-study-of-cognition"">https://www.frontiersin.org/research-topics/1461/replication-attempts-of-important-results-in-the-study-of-cognition</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,LBYYI423,journalArticle,2017,"Keller, Victor N.; Johnson, David J.; Harder, Jenna A.",Meeting your inner super(wo)man: are power poses effective when taught?,Comprehensive Results in Social Psychology,,,10.1080/23743603.2017.1341186,https://www.tandfonline.com/doi/full/10.1080/23743603.2017.1341186,,28/06/2017,25/11/2018 17:58,25/11/2018 17:58,,106-122,,,2,,,Meeting your inner super(wo)man,,,,,,,,,,,,DataCite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,2EHFSW6R,journalArticle,2016,"Sachisthal, Maien S. M.; Sauter, Disa A.; Fischer, Agneta H.",Mimicry of ingroup and outgroup emotional expressions,Comprehensive Results in Social Psychology,,"2374-3603, 2374-3611",10.1080/23743603.2017.1298355,https://www.tandfonline.com/doi/full/10.1080/23743603.2017.1298355,,2016-09,25/11/2018 17:58,25/11/2018 17:58,,86-105,,01-Mar,1,,,,,,,,,,en,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,ZNTBV8Q9,journalArticle,2016,"Vetter, Max; Kutzner, Florian",Nudge me if you can - how defaults and attitude strength interact to change behavior,Comprehensive Results in Social Psychology,,"2374-3603, 2374-3611",10.1080/23743603.2016.1139390,http://www.tandfonline.com/doi/full/10.1080/23743603.2016.1139390,,24/02/2016,25/11/2018 17:58,25/11/2018 17:58,04/05/2017 11:45,Jan-27,,,,,,,,,,,,,en,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,T6C4G8LJ,journalArticle,2014,"Zanolie, Kiki; Pecher, Diane",Number-induced shifts in spatial attention: a replication study,Frontiers in Psychology,,1664-1078,10.3389/fpsyg.2014.00987,http://journal.frontiersin.org/article/10.3389/fpsyg.2014.00987/abstract,,10/09/2014,25/11/2018 17:58,25/11/2018 17:58,05/05/2017 12:56,,,,5,,,Number-induced shifts in spatial attention,,,,,,,,,,,,CrossRef,,,"<p>Not listed as an RR, but information given in overview of the special issue this is apart of (<a href=""https://www.frontiersin.org/research-topics/1461/replication-attempts-of-important-results-in-the-study-of-cognition"">https://www.frontiersin.org/research-topics/1461/replication-attempts-of-important-results-in-the-study-of-cognition</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,XG9R5GSR,journalArticle,2018,"Heycke, Tobias; Gehrmann, Sarah; Haaf, Julia M.; Stahl, Christoph",Of two minds or one? A registered replication of Rydell et al. (2006),Cognition and Emotion,,,10.1080/02699931.2018.1429389,https://www.tandfonline.com/doi/full/10.1080/02699931.2018.1429389,,31/01/2018,25/11/2018 17:58,25/11/2018 17:58,08/02/2018 22:15,Jan-20,,,,,,Of two minds or one?,,,,,,,,,,,,DataCite,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,6KHYRX8P,journalArticle,2015,"Rotteveel, Mark; Gierholz, Alexander; Koch, Gijs; van Aalst, Cherelle; Pinto, Yair; Matzke, Dora; Steingroever, Helen; Verhagen, Josine; Beek, Titia F.; Selker, Ravi; Sasiadek, Adam; Wagenmakers, Eric-Jan",On the automatic link between affect and tendencies to approach and avoid: Chen and Bargh (1999) revisited,Frontiers in Psychology,,1664-1078,10.3389/fpsyg.2015.00335,http://journal.frontiersin.org/article/10.3389/fpsyg.2015.00335/abstract,,02/04/2015,25/11/2018 17:58,25/11/2018 17:58,05/05/2017 12:55,,,,6,,,On the automatic link between affect and tendencies to approach and avoid,,,,,,,,,,,,CrossRef,,,"<p>Not listed as an RR, but information given in overview of the special issue this is apart of (<a href=""https://www.frontiersin.org/research-topics/1461/replication-attempts-of-important-results-in-the-study-of-cognition"">https://www.frontiersin.org/research-topics/1461/replication-attempts-of-important-results-in-the-study-of-cognition</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,F7AJBGTV,journalArticle,2014,"Rowland, Christopher A.; Bates, Lauren E.; DeLosh, Edward L.",On the reliability of retrieval-induced forgetting,Frontiers in Psychology,,1664-1078,10.3389/fpsyg.2014.01343,http://journal.frontiersin.org/article/10.3389/fpsyg.2014.01343/abstract,,21/11/2014,25/11/2018 17:58,25/11/2018 17:58,05/05/2017 12:55,,,,5,,,,,,,,,,,,,,,CrossRef,,,"<p>Not listed as an RR, but information given in overview of the special issue this is apart of (<a href=""https://www.frontiersin.org/research-topics/1461/replication-attempts-of-important-results-in-the-study-of-cognition"">https://www.frontiersin.org/research-topics/1461/replication-attempts-of-important-results-in-the-study-of-cognition</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,JMZL7B9B,journalArticle,2018,"Kuppuraj, Sengottuvel; Duta, Mihaela; Thompson, Paul; Bishop, Dorothy",Online incidental statistical learning of audiovisual word sequences in adults: a registered report,Royal Society Open Science,,2054-5703,10.1098/rsos.171678,http://rsos.royalsocietypublishing.org/lookup/doi/10.1098/rsos.171678,,21/02/2018,25/11/2018 17:58,25/11/2018 17:58,21/02/2018 15:35,171678,,2,5,,,Online incidental statistical learning of audiovisual word sequences in adults,,,,,,,en,,,,,CrossRef,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,4CB5BCLV,journalArticle,2017,"Latu, Ioana M.; Duffy, Sean; Pardal, Vaani; Alger, Madeliene",Power vs. persuasion: can open body postures embody openness to persuasion?,Comprehensive Results in Social Psychology,,,10.1080/23743603.2017.1327178,https://www.tandfonline.com/doi/full/10.1080/23743603.2017.1327178,,28/06/2017,25/11/2018 17:58,25/11/2018 17:58,,68-80,,,2,,,Power vs. persuasion,,,,,,,,,,,,DataCite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,UJVKMGI6,journalArticle,2017,"Lightner, Aaron D.; Barclay, Pat; Hagen, Edward H.",Radical framing effects in the ultimatum game: the impact of explicit culturally transmitted frames on economic decision-making,Royal Society Open Science,,2054-5703,10.1098/rsos.170543,http://rsos.royalsocietypublishing.org/lookup/doi/10.1098/rsos.170543,,20/12/2017,25/11/2018 17:58,25/11/2018 17:58,12/02/2018 14:12,170543,,12,4,,,Radical framing effects in the ultimatum game,,,,,,,en,,,,,CrossRef,,0,"<p>Not labeled as a Registered Report in the online article, but does in pdf of article and issue table of contents states this is a Registered Report (http://rsos.royalsocietypublishing.org/content/4/12)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,3SXFLCLA,journalArticle,2017,"Bombari, Dario; Mast, Marianne Schmid; Pulfrey, Caroline",Real and imagined power poses: is the physical experience necessary after all?,Comprehensive Results in Social Psychology,,2374-3603,10.1080/23743603.2017.1341183,http://dx.doi.org/10.1080/23743603.2017.1341183,"Previous research investigated the effects of power poses at the behavioral, subjective, and neuroendocrine level. However, it is not clear whether the same effects would be obtained also by just imagining, rather than adopting, a power pose. We planned to investigate this question by asking 200 participants to either perform or imagine a constrictive or an expansive body posture during 2 min and then measure the effect on a gambling decision task and on felt power. We followed a sequential analysis procedure by running the first 100 participants in the performed posture condition in order to check the presence of the power posing effect. Because no effect of power poses on gambling decision or on felt power was found, we ran the remaining 100 participants also in the performed instead of the imagined condition. The results after running 200 participants confirmed that power poses did not affect gambling decision. However, participants felt more powerful after adopting an expansive pose compared to a constrictive pose. Exploratory analyses found that this effect was mainly driven by male participants. In addition, participants rated themselves as being more able to adopt the expansive body posture and they reported to put more effort in adopting the restrictive body posture. Overall, our results indicate that the effect of power poses on behavior might not be as widespread as previously thought of and suggest that moderators should be investigated carefully in future research.",02/01/2017,25/11/2018 17:58,25/11/2018 17:58,,44-54,,1,2,,,Real and imagined power poses,,,,,,,,,,,,Taylor and Francis+NEJM,,,,,,,felt power; gambling decision; imagined pose; performed pose; Power pose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,JH5IVYSL,journalArticle,2018,"Verschuere, Bruno; Meijer, Ewout H.; Jim, Ariane; Hoogesteyn, Katherine; Orthey, Robin; McCarthy, Randy J.; Skowronski, John J.; Acar, Oguz A.; Aczel, Balazs; Bakos, Bence E.; Barbosa, Fernando; Baskin, Ernest; Bègue, Laurent; Ben-Shakhar, Gershon; Birt, Angie R.; Blatz, Lisa; Charman, Steve D.; Claesen, Aline; Clay, Samuel L.; Coary, Sean P.; Crusius, Jan; Evans, Jacqueline R.; Feldman, Noa; Ferreira-Santos, Fernando; Gamer, Matthias; Gomes, Sara; González-Iraizoz, Marta; Holzmeister, Felix; Huber, Juergen; Isoni, Andrea; Jessup, Ryan K.; Kirchler, Michael; klein Selle, Nathalie; Koppel, Lina; Kovacs, Marton; Laine, Tei; Lentz, Frank; Loschelder, David D.; Ludvig, Elliot A.; Lynn, Monty L.; Martin, Scott D.; McLatchie, Neil M.; Mechtel, Mario; Nahari, Galit; Özdo?ru, Asil Ali; Pasion, Rita; Pennington, Charlotte R.; Roets, Arne; Rozmann, Nir; Scopelliti, Irene; Spiegelman, Eli; Suchotzki, Kristina; Sutan, Angela; Szecsi, Peter; Tinghög, Gustav; Tisserand, Jean-Christian; Tran, Ulrich S.; Van Hiel, Alain; Vanpaemel, Wolf; Västfjäll, Daniel; Verliefde, Thomas; Vezirian, Kévin; Voracek, Martin; Warmelink, Lara; Wick, Katherine; Wiggins, Bradford J.; Wylie, Keith; Y?ld?z, Ezgi","Registered Replication Report on Mazar, Amir, and Ariely (2008)",Advances in Methods and Practices in Psychological Science,,"2515-2459, 2515-2467",10.1177/2515245918781032,http://journals.sagepub.com/doi/10.1177/2515245918781032,,2018-09,25/11/2018 17:58,11/03/2019 14:34,16/11/2018 20:57,299-317,,3,1,,,,,,,,,,en,,,,,Crossref,,2,,,,RRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,IGQII6JJ,journalArticle,2018,"McCarthy, Randy J.; Skowronski, John J.; Verschuere, Bruno; Meijer, Ewout H.; Jim, Ariane; Hoogesteyn, Katherine; Orthey, Robin; Acar, Oguz A.; Aczel, Balazs; Bakos, Bence E.; Barbosa, Fernando; Baskin, Ernest; Bègue, Laurent; Ben-Shakhar, Gershon; Birt, Angie R.; Blatz, Lisa; Charman, Steve D.; Claesen, Aline; Clay, Samuel L.; Coary, Sean P.; Crusius, Jan; Evans, Jacqueline R.; Feldman, Noa; Ferreira-Santos, Fernando; Gamer, Matthias; Gerlsma, Coby; Gomes, Sara; González-Iraizoz, Marta; Holzmeister, Felix; Huber, Juergen; Huntjens, Rafaele J. C.; Isoni, Andrea; Jessup, Ryan K.; Kirchler, Michael; klein Selle, Nathalie; Koppel, Lina; Kovacs, Marton; Laine, Tei; Lentz, Frank; Loschelder, David D.; Ludvig, Elliot A.; Lynn, Monty L.; Martin, Scott D.; McLatchie, Neil M.; Mechtel, Mario; Nahari, Galit; Özdo?ru, Asil Ali; Pasion, Rita; Pennington, Charlotte R.; Roets, Arne; Rozmann, Nir; Scopelliti, Irene; Spiegelman, Eli; Suchotzki, Kristina; Sutan, Angela; Szecsi, Peter; Tinghög, Gustav; Tisserand, Jean-Christian; Tran, Ulrich S.; Van Hiel, Alain; Vanpaemel, Wolf; Västfjäll, Daniel; Verliefde, Thomas; Vezirian, Kévin; Voracek, Martin; Warmelink, Lara; Wick, Katherine; Wiggins, Bradford J.; Wylie, Keith; Y?ld?z, Ezgi",Registered Replication Report on Srull and Wyer (1979),Advances in Methods and Practices in Psychological Science,,"2515-2459, 2515-2467",10.1177/2515245918777487,http://journals.sagepub.com/doi/10.1177/2515245918777487,,2018-09,25/11/2018 17:58,11/03/2019 14:34,16/11/2018 20:58,321-336,,3,1,,,,,,,,,,en,,,,,Crossref,,1,,,,RRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,4LV4SBL2,journalArticle,2016,"Eerland, A.; Sherrill, A. M.; Magliano, J. P.; Zwaan, R. A.; Arnal, J. D.; Aucoin, P.; Berger, S. A.; Birt, A. R.; Capezza, N.; Carlucci, M.; Crocker, C.; Ferretti, T. R.; Kibbe, M. R.; Knepp, M. M.; Kurby, C. A.; Melcher, J. M.; Michael, S. W.; Poirier, C.; Prenoveau, J. M.",Registered Replication Report: Hart & Albarracín (2011),Perspectives on Psychological Science,,"1745-6916, 1745-6924",10.1177/1745691615605826,http://journals.sagepub.com/doi/10.1177/1745691615605826,,27/01/2016,25/11/2018 17:58,11/03/2019 14:35,10/04/2018 20:35,158-171,,1,11,,,Registered Replication Report,,,,,,,en,,,,,CrossRef,,25,,,,RRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,NTW94XEF,journalArticle,2017,"Bouwmeester, S.; Verkoeijen, P. P. J. L.; Aczel, B.; Barbosa, F.; Bègue, L.; Brañas-Garza, P.; Chmura, T. G. H.; Cornelissen, G.; Døssing, F. S.; Espín, A. M.; Evans, A. M.; Ferreira-Santos, F.; Fiedler, S.; Flegr, J.; Ghaffari, M.; Glöckner, A.; Goeschl, T.; Guo, L.; Hauser, O. P.; Hernan-Gonzalez, R.; Herrero, A.; Horne, Z.; Houdek, P.; Johannesson, M.; Koppel, L.; Kujal, P.; Laine, T.; Lohse, J.; Martins, E. C.; Mauro, C.; Mischkowski, D.; Mukherjee, S.; Myrseth, K. O. R.; Navarro-Martínez, D.; Neal, T. M. S.; Novakova, J.; Pagà, R.; Paiva, T. O.; Palfi, B.; Piovesan, M.; Rahal, R.-M.; Salomon, E.; Srinivasan, N.; Srivastava, A.; Szaszi, B.; Szollosi, A.; Thor, K. ø.; Tinghög, G.; Trueblood, J. S.; Van Bavel, J. J.; van ‘t Veer, A. E.; Västfjäll, D.; Warner, M.; Wengström, E.; Wills, J.; Wollbrant, C. E.","Registered Replication Report: Rand, Greene, and Nowak (2012)",Perspectives on Psychological Science,,"1745-6916, 1745-6924",10.1177/1745691617693624,http://journals.sagepub.com/doi/10.1177/1745691617693624,,01/03/2017,25/11/2018 17:58,11/03/2019 14:34,08/01/2018 14:40,527-542,,3,12,,,Registered Replication Report,,,,,,,en,,,,,CrossRef,,13,,,,RRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,NFTRSFC5,journalArticle,2014,"Alogna, V. K.; Attaya, M. K.; Aucoin, P.; Bahník, š.; Birch, S.; Birt, A. R.; Bornstein, B. H.; Bouwmeester, S.; Brandimonte, M. A.; Brown, C.; Buswell, K.; Carlson, C.; Carlson, M.; Chu, S.; Cislak, A.; Colarusso, M.; Colloff, M. F.; Dellapaolera, K. S.; Delvenne, J.-F.; Di Domenico, A.; Drummond, A.; Echterhoff, G.; Edlund, J. E.; Eggleston, C. M.; Fairfield, B.; Franco, G.; Gabbert, F.; Gamblin, B. W.; Garry, M.; Gentry, R.; Gilbert, E. A.; Greenberg, D. L.; Halberstadt, J.; Hall, L.; Hancock, P. J. B.; Hirsch, D.; Holt, G.; Jackson, J. C.; Jong, J.; Kehn, A.; Koch, C.; Kopietz, R.; Körner, U.; Kunar, M. A.; Lai, C. K.; Langton, S. R. H.; Leite, F. P.; Mammarella, N.; Marsh, J. E.; McConnaughy, K. A.; McCoy, S.; McIntyre, A. H.; Meissner, C. A.; Michael, R. B.; Mitchell, A. A.; Mugayar-Baldocchi, M.; Musselman, R.; Ng, C.; Nichols, A. L.; Nunez, N. L.; Palmer, M. A.; Pappagianopoulos, J. E.; Petro, M. S.; Poirier, C. R.; Portch, E.; Rainsford, M.; Rancourt, A.; Romig, C.; Rubínová, E.; Sanson, M.; Satchell, L.; Sauer, J. D.; Schweitzer, K.; Shaheed, J.; Skelton, F.; Sullivan, G. A.; Susa, K. J.; Swanner, J. K.; Thompson, W. B.; Todaro, R.; Ulatowska, J.; Valentine, T.; Verkoeijen, P. P. J. L.; Vranka, M.; Wade, K. A.; Was, C. A.; Weatherford, D.; Wiseman, K.; Zaksaite, T.; Zuj, D. V.; Zwaan, R. A.",Registered Replication Report: Schooler and Engstler-Schooler (1990),Perspectives on Psychological Science,,"1745-6916, 1745-6924",10.1177/1745691614545653,http://journals.sagepub.com/doi/10.1177/1745691614545653,,17/09/2014,25/11/2018 17:58,11/03/2019 14:34,10/04/2018 20:35,556-578,,5,9,,,Registered Replication Report,,,,,,,en,,,,,CrossRef,,,,,,RRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,GF5SVIAG,journalArticle,2016,"Wagenmakers, E.-J.; Beek, T.; Dijkhoff, L.; Gronau, Q. F.; Acosta, A.; Adams, R. B.; Albohn, D. N.; Allard, E. S.; Benning, S. D.; Blouin-Hudon, E.-M.; Bulnes, L. C.; Caldwell, T. L.; Calin-Jageman, R. J.; Capaldi, C. A.; Carfagno, N. S.; Chasten, K. T.; Cleeremans, A.; Connell, L.; DeCicco, J. M.; Dijkstra, K.; Fischer, A. H.; Foroni, F.; Hess, U.; Holmes, K. J.; Jones, J. L. H.; Klein, O.; Koch, C.; Korb, S.; Lewinski, P.; Liao, J. D.; Lund, S.; Lupianez, J.; Lynott, D.; Nance, C. N.; Oosterwijk, S.; Ozdo?ru, A. A.; Pacheco-Unguetti, A. P.; Pearson, B.; Powis, C.; Riding, S.; Roberts, T.-A.; Rumiati, R. I.; Senden, M.; Shea-Shumsky, N. B.; Sobocko, K.; Soto, J. A.; Steiner, T. G.; Talarico, J. M.; van Allen, Z. M.; Vandekerckhove, M.; Wainwright, B.; Wayand, J. F.; Zeelenberg, R.; Zetzer, E. E.; Zwaan, R. A.","Registered Replication Report: Strack, Martin, & Stepper (1988)",Perspectives on Psychological Science,,"1745-6916, 1745-6924",10.1177/1745691616674458,http://journals.sagepub.com/doi/10.1177/1745691616674458,,26/10/2016,25/11/2018 17:58,11/03/2019 14:35,08/01/2018 14:40,917-928,,6,11,,,Registered Replication Report,,,,,,,en,,,,,CrossRef,,44,,,,RRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,JHD4YU86,journalArticle,2016,"Cheung, I.; Campbell, L.; LeBel, E. P.; Ackerman, R. A.; Aykuto?lu, B.; Bahník, š.; Bowen, J. D.; Bredow, C. A.; Bromberg, C.; Caprariello, P. A.; Carcedo, R. J.; Carson, K. J.; Cobb, R. J.; Collins, N. L.; Corretti, C. A.; DiDonato, T. E.; Ellithorpe, C.; Fernández-Rouco, N.; Fuglestad, P. T.; Goldberg, R. M.; Golom, F. D.; Gündo?du-Aktürk, E.; Hoplock, L. B.; Houdek, P.; Kane, H. S.; Kim, J. S.; Kraus, S.; Leone, C. T.; Li, N. P.; Logan, J. M.; Millman, R. D.; Morry, M. M.; Pink, J. C.; Ritchey, T.; Root Luna, L. M.; Sinclair, H. C.; Stinson, D. A.; Sucharyna, T. A.; Tidwell, N. D.; Uysal, A.; Vranka, M.; Winczewski, L. A.; Yong, J. C.","Registered Replication Report: Study 1 From Finkel, Rusbult, Kumashiro, & Hannon (2002)",Perspectives on Psychological Science,,"1745-6916, 1745-6924",10.1177/1745691616664694,http://journals.sagepub.com/doi/10.1177/1745691616664694,,29/09/2016,25/11/2018 17:58,11/03/2019 14:35,08/01/2018 14:39,750-764,,5,11,,,Registered Replication Report,,,,,,,en,,,,,CrossRef,,12,,,,RRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,JZJZH7FK,journalArticle,2018,"Kvetnaya, Tatiana",Registered Replication Report: Testing Disruptive Effects of Irrelevant Speech on Visual-Spatial Working Memory,Journal of European Psychology Students,,2222-6931,10.5334/jeps.450,http://jeps.efpsa.org/articles/10.5334/jeps.450/,,06/04/2018,25/11/2018 17:58,25/11/2018 17:58,09/04/2018 13:21,Oct-15,,1,9,,,Registered Replication Report,,,,,,,en,,,,,CrossRef,,0,<p>Confirmed as RR here: http://blog.efpsa.org/2018/04/08/publishing-a-registered-report-as-an-undergraduate-an-interview-with-tatiana-kvetnaya/</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,T2RVSK2X,journalArticle,2014,"Lynott, Dermot; Corker, Katherine S.; Wortman, Jessica; Connell, Louise; Donnellan, M. Brent; Lucas, Richard E.; O’Brien, Kerry",Replication of “Experiencing Physical Warmth Promotes Interpersonal Warmth” by Williams and Bargh (2008),Social Psychology,,"1864-9335, 2151-2590",10.1027/1864-9335/a000187,http://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000187,,01/01/2014,25/11/2018 17:58,25/11/2018 17:58,10/04/2018 20:39,216-222,,3,45,,,,,,,,,,en,,,,,CrossRef,,50,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Report (<a href=""https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192"">https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,DYADMZ93,journalArticle,2014,"Žeželj, Iris L.; Joki?, Biljana R.","Replication of Experiments Evaluating Impact of Psychological Distance on Moral Judgment: (Eyal, Liberman & Trope, 2008; Gong & Medin, 2012)",Social Psychology,,"1864-9335, 2151-2590",10.1027/1864-9335/a000188,http://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000188,,01/01/2014,25/11/2018 17:58,25/11/2018 17:58,10/04/2018 20:39,223-231,,3,45,,,Replication of Experiments Evaluating Impact of Psychological Distance on Moral Judgment,,,,,,,en,,,,,CrossRef,,20,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Report (<a href=""https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192"">https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,FAQLGAUM,journalArticle,2014,"Calin-Jageman, Robert J.; Caldwell, Tracy L.","Replication of the Superstition and Performance Study by Damisch, Stoberock, and Mussweiler (2010)",Social Psychology,,"1864-9335, 2151-2590",10.1027/1864-9335/a000190,http://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000190,,01/01/2014,25/11/2018 17:58,25/11/2018 17:58,10/04/2018 20:38,239-245,,3,45,,,,,,,,,,en,,,,,CrossRef,,24,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Report (<a href=""https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192"">https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,PZJAUIH8,journalArticle,2017,"Zickfeld, Janis H.; Schubert, Thomas W.",Revisiting and extending a response latency measure of inclusion of the other in the self,Comprehensive Results in Social Psychology,,2374-3603,10.1080/23743603.2017.1298356,http://dx.doi.org/10.1080/23743603.2017.1298356,"Although the concept of inclusion of the other in the self (IOS) has been successfully assessed with explicit self-report measures, implicit procedures have been neglected in past literature. The present article explores the validity of such an implicit measure by proposing several extensions and adaptions. We addressed methodological problems of a me/not-me response latency task developed in this literature by proposing changes in material, calculation of indices and implemented the task in an online environment. We also addressed earlier problems with statistical power and proposed a more powerful way of statistical analyses using mixed models. The me/not-me task is based on the idea that higher overlap between self and other traits results in faster response times of characterizing such a trait as descriptive of the self. This relationship should be observed for close others but not for non-close others. In a sample of 339 U.S American adults, we experimentally manipulated the nature of the target (close vs. distant) and participants engaged in the adapted me/not-me paradigm. Results indicated that trait match had a stronger negative effect on response times for participants in the close condition. The effect was also stronger for participants rating the target higher on the IOS self-report scale. We also provided convergent validity of the me/not-me procedure with other constructs ostensibly measuring interpersonal closeness. Future applications and possible limitations are discussed.",28/04/2017,25/11/2018 17:58,25/11/2018 17:58,04/05/2017 11:42,Jan-24,,0,0,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,,,,,,implicit measure; Inclusion of the other in the self; interpersonal closeness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
